82	86
159	165
238	242
315	318
390	392
463	466
537	540
611	615
685	687
758	761
832	835
1184	1187
1258	1263
1332	1335
1404	1407
1478	1481
1552	1555
1626	1629
1701	1705
1775	1779
1853	1859
1932	1937
